"","cluster_IDs","Item","cluster_nc","subjCode","x_coord","y_coord","item_num"
"1",1,"VCS_10",4,"SAL_101b",166,-279,1
"12",1,"VCS_20",4,"SAL_101b",284,-279,12
"23",1,"VCS_30",4,"SAL_101b",224,-144,23
"26",1,"VCS_320",4,"SAL_101b",92,-150,26
"27",1,"VCS_330",4,"SAL_101b",103,-266,27
"28",1,"VCS_340",4,"SAL_101b",287,-137,28
"29",1,"VCS_350",4,"SAL_101b",164,-150,29
"30",1,"VCS_360",4,"SAL_101b",289,-216,30
"31",1,"VCS_40",4,"SAL_101b",230,-215,31
"32",1,"VCS_50",4,"SAL_101b",95,-213,32
"33",1,"VCS_60",4,"SAL_101b",230,-274,33
"34",1,"VCS_70",4,"SAL_101b",161,-220,34
"2",2,"VCS_100",4,"SAL_101b",144,226,2
"3",2,"VCS_110",4,"SAL_101b",200,233,3
"4",2,"VCS_120",4,"SAL_101b",111,150,4
"5",2,"VCS_130",4,"SAL_101b",325,236,5
"6",2,"VCS_140",4,"SAL_101b",263,238,6
"7",2,"VCS_150",4,"SAL_101b",93,229,7
"8",2,"VCS_160",4,"SAL_101b",165,157,8
"35",2,"VCS_80",4,"SAL_101b",227,154,35
"36",2,"VCS_90",4,"SAL_101b",322,163,36
"9",3,"VCS_170",4,"SAL_101b",-444,-190,9
"10",3,"VCS_180",4,"SAL_101b",-447,-254,10
"11",3,"VCS_190",4,"SAL_101b",-304,-189,11
"13",3,"VCS_200",4,"SAL_101b",-374,-182,13
"14",4,"VCS_210",4,"SAL_101b",-471,246,14
"15",4,"VCS_220",4,"SAL_101b",-325,246,15
"16",4,"VCS_230",4,"SAL_101b",-398,247,16
"17",4,"VCS_240",4,"SAL_101b",-400,171,17
"18",4,"VCS_250",4,"SAL_101b",-322,172,18
"19",4,"VCS_260",4,"SAL_101b",-474,170,19
"20",4,"VCS_270",4,"SAL_101b",-323,90,20
"21",4,"VCS_280",4,"SAL_101b",-395,94,21
"22",4,"VCS_290",4,"SAL_101b",-466,99,22
"24",4,"VCS_300",4,"SAL_101b",-470,23,24
"25",4,"VCS_310",4,"SAL_101b",-400,22,25
"37",1,"VCS_10",5,"SAL_103b",116,169,1
"48",1,"VCS_20",5,"SAL_103b",75,169,12
"59",1,"VCS_30",5,"SAL_103b",44,211,23
"67",1,"VCS_40",5,"SAL_103b",31,147,31
"68",1,"VCS_50",5,"SAL_103b",-25,138,32
"69",1,"VCS_60",5,"SAL_103b",19,92,33
"70",1,"VCS_70",5,"SAL_103b",76,117,34
"38",2,"VCS_100",5,"SAL_103b",336,102,2
"39",2,"VCS_110",5,"SAL_103b",402,53,3
"40",2,"VCS_120",5,"SAL_103b",363,168,4
"41",2,"VCS_130",5,"SAL_103b",429,147,5
"42",2,"VCS_140",5,"SAL_103b",373,64,6
"43",2,"VCS_150",5,"SAL_103b",391,107,7
"71",2,"VCS_80",5,"SAL_103b",459,91,35
"72",2,"VCS_90",5,"SAL_103b",430,48,36
"44",3,"VCS_160",5,"SAL_103b",-197,-147,8
"45",3,"VCS_170",5,"SAL_103b",-28,-202,9
"46",3,"VCS_180",5,"SAL_103b",-120,-141,10
"47",3,"VCS_190",5,"SAL_103b",-53,-137,11
"49",3,"VCS_200",5,"SAL_103b",-158,-199,13
"50",3,"VCS_210",5,"SAL_103b",-89,-199,14
"51",4,"VCS_220",5,"SAL_103b",-425,-229,15
"52",4,"VCS_230",5,"SAL_103b",-529,-189,16
"53",4,"VCS_240",5,"SAL_103b",-492,-233,17
"54",4,"VCS_250",5,"SAL_103b",-463,-132,18
"55",4,"VCS_260",5,"SAL_103b",-492,-164,19
"56",4,"VCS_270",5,"SAL_103b",-552,-242,20
"57",4,"VCS_280",5,"SAL_103b",-531,-136,21
"58",4,"VCS_290",5,"SAL_103b",-431,-167,22
"60",4,"VCS_300",5,"SAL_103b",-464,-183,24
"61",5,"VCS_310",5,"SAL_103b",-237,8,25
"62",5,"VCS_320",5,"SAL_103b",-372,69,26
"63",5,"VCS_330",5,"SAL_103b",-239,58,27
"64",5,"VCS_340",5,"SAL_103b",-295,24,28
"65",5,"VCS_350",5,"SAL_103b",-298,77,29
"66",5,"VCS_360",5,"SAL_103b",-351,20,30
"73",1,"VCS_10",7,"SAL_104b",-239,143,1
"99",1,"VCS_330",7,"SAL_104b",-186,140,27
"100",1,"VCS_340",7,"SAL_104b",-286,147,28
"101",1,"VCS_350",7,"SAL_104b",-205,200,29
"102",1,"VCS_360",7,"SAL_104b",-252,177,30
"74",2,"VCS_100",7,"SAL_104b",451,-131,2
"75",2,"VCS_110",7,"SAL_104b",458,-313,3
"77",2,"VCS_130",7,"SAL_104b",460,-373,5
"107",2,"VCS_80",7,"SAL_104b",454,-197,35
"108",2,"VCS_90",7,"SAL_104b",454,-255,36
"76",3,"VCS_120",7,"SAL_104b",451,-64,4
"78",3,"VCS_140",7,"SAL_104b",448,2,6
"79",3,"VCS_150",7,"SAL_104b",450,65,7
"80",4,"VCS_160",7,"SAL_104b",144,367,8
"81",4,"VCS_170",7,"SAL_104b",225,370,9
"82",4,"VCS_180",7,"SAL_104b",183,404,10
"83",4,"VCS_190",7,"SAL_104b",186,331,11
"90",4,"VCS_250",7,"SAL_104b",229,232,18
"84",5,"VCS_20",7,"SAL_104b",-86,-99,12
"95",5,"VCS_30",7,"SAL_104b",-105,-133,23
"103",5,"VCS_40",7,"SAL_104b",-131,-97,31
"104",5,"VCS_50",7,"SAL_104b",-135,-132,32
"105",5,"VCS_60",7,"SAL_104b",-119,-55,33
"106",5,"VCS_70",7,"SAL_104b",-55,-145,34
"85",6,"VCS_200",7,"SAL_104b",-38,383,13
"86",6,"VCS_210",7,"SAL_104b",-108,338,14
"87",6,"VCS_220",7,"SAL_104b",-37,317,15
"88",7,"VCS_230",7,"SAL_104b",144,115,16
"89",7,"VCS_240",7,"SAL_104b",304,223,17
"91",7,"VCS_260",7,"SAL_104b",196,166,19
"92",7,"VCS_270",7,"SAL_104b",211,99,20
"93",7,"VCS_280",7,"SAL_104b",315,150,21
"94",7,"VCS_290",7,"SAL_104b",258,179,22
"96",7,"VCS_300",7,"SAL_104b",307,86,24
"97",7,"VCS_310",7,"SAL_104b",254,116,25
"98",7,"VCS_320",7,"SAL_104b",258,50,26
"109",1,"VCS_10",2,"SAL_105b",0,14,1
"120",1,"VCS_20",2,"SAL_105b",32,-11,12
"131",1,"VCS_30",2,"SAL_105b",10,-26,23
"134",1,"VCS_320",2,"SAL_105b",36,-5,26
"135",1,"VCS_330",2,"SAL_105b",-8,19,27
"136",1,"VCS_340",2,"SAL_105b",2,-9,28
"137",1,"VCS_350",2,"SAL_105b",7,0,29
"138",1,"VCS_360",2,"SAL_105b",20,3,30
"139",1,"VCS_40",2,"SAL_105b",-24,-28,31
"140",1,"VCS_50",2,"SAL_105b",-1,-13,32
"141",1,"VCS_60",2,"SAL_105b",-48,6,33
"142",1,"VCS_70",2,"SAL_105b",24,-9,34
"110",2,"VCS_100",2,"SAL_105b",-395,221,2
"111",2,"VCS_110",2,"SAL_105b",-347,231,3
"112",2,"VCS_120",2,"SAL_105b",-410,163,4
"113",2,"VCS_130",2,"SAL_105b",-357,225,5
"114",2,"VCS_140",2,"SAL_105b",-365,119,6
"115",2,"VCS_150",2,"SAL_105b",-418,182,7
"116",2,"VCS_160",2,"SAL_105b",-375,248,8
"117",2,"VCS_170",2,"SAL_105b",-456,171,9
"118",2,"VCS_180",2,"SAL_105b",-513,149,10
"119",2,"VCS_190",2,"SAL_105b",-399,273,11
"121",2,"VCS_200",2,"SAL_105b",-468,272,13
"122",2,"VCS_210",2,"SAL_105b",-398,219,14
"123",2,"VCS_220",2,"SAL_105b",-396,108,15
"124",2,"VCS_230",2,"SAL_105b",-419,218,16
"125",2,"VCS_240",2,"SAL_105b",-491,262,17
"126",2,"VCS_250",2,"SAL_105b",-458,221,18
"127",2,"VCS_260",2,"SAL_105b",-420,123,19
"128",2,"VCS_270",2,"SAL_105b",-465,119,20
"129",2,"VCS_280",2,"SAL_105b",-510,200,21
"130",2,"VCS_290",2,"SAL_105b",-425,159,22
"132",2,"VCS_300",2,"SAL_105b",-432,111,24
"133",2,"VCS_310",2,"SAL_105b",-499,218,25
"143",2,"VCS_80",2,"SAL_105b",-420,187,35
"144",2,"VCS_90",2,"SAL_105b",-417,214,36
"145",1,"VCS_10",2,"SAL_106b",-92,93,1
"155",1,"VCS_190",2,"SAL_106b",13,191,11
"157",1,"VCS_200",2,"SAL_106b",-98,261,13
"158",1,"VCS_210",2,"SAL_106b",-27,138,14
"159",1,"VCS_220",2,"SAL_106b",-376,144,15
"160",1,"VCS_230",2,"SAL_106b",-61,211,16
"161",1,"VCS_240",2,"SAL_106b",-185,173,17
"162",1,"VCS_250",2,"SAL_106b",-310,123,18
"163",1,"VCS_260",2,"SAL_106b",-361,219,19
"164",1,"VCS_270",2,"SAL_106b",-292,192,20
"165",1,"VCS_280",2,"SAL_106b",-195,108,21
"166",1,"VCS_290",2,"SAL_106b",-247,141,22
"168",1,"VCS_300",2,"SAL_106b",-241,281,24
"169",1,"VCS_310",2,"SAL_106b",-237,218,25
"170",1,"VCS_320",2,"SAL_106b",-296,252,26
"171",1,"VCS_330",2,"SAL_106b",-131,205,27
"172",1,"VCS_340",2,"SAL_106b",-179,243,28
"173",1,"VCS_350",2,"SAL_106b",-94,153,29
"174",1,"VCS_360",2,"SAL_106b",-135,120,30
"146",2,"VCS_100",2,"SAL_106b",-140,-126,2
"147",2,"VCS_110",2,"SAL_106b",-328,-243,3
"148",2,"VCS_120",2,"SAL_106b",-320,-170,4
"149",2,"VCS_130",2,"SAL_106b",-268,-274,5
"150",2,"VCS_140",2,"SAL_106b",-148,-267,6
"151",2,"VCS_150",2,"SAL_106b",-260,-198,7
"152",2,"VCS_160",2,"SAL_106b",-139,-200,8
"153",2,"VCS_170",2,"SAL_106b",-194,-51,9
"154",2,"VCS_180",2,"SAL_106b",-68,-114,10
"156",2,"VCS_20",2,"SAL_106b",-314,-52,12
"167",2,"VCS_30",2,"SAL_106b",-124,-56,23
"175",2,"VCS_40",2,"SAL_106b",-196,-123,31
"176",2,"VCS_50",2,"SAL_106b",-314,-105,32
"177",2,"VCS_60",2,"SAL_106b",-260,-75,33
"178",2,"VCS_70",2,"SAL_106b",-256,-129,34
"179",2,"VCS_80",2,"SAL_106b",-193,-195,35
"180",2,"VCS_90",2,"SAL_106b",-208,-259,36
"181",1,"VCS_10",5,"SAL_107b",15,291,1
"192",1,"VCS_20",5,"SAL_107b",-49,301,12
"203",1,"VCS_30",5,"SAL_107b",-84,380,23
"211",1,"VCS_40",5,"SAL_107b",-34,359,31
"212",1,"VCS_50",5,"SAL_107b",-86,336,32
"214",1,"VCS_70",5,"SAL_107b",14,344,34
"182",2,"VCS_100",5,"SAL_107b",-177,-220,2
"183",2,"VCS_110",5,"SAL_107b",-195,-137,3
"185",2,"VCS_130",5,"SAL_107b",-121,-182,5
"213",2,"VCS_60",5,"SAL_107b",-215,-207,33
"215",2,"VCS_80",5,"SAL_107b",-154,-178,35
"216",2,"VCS_90",5,"SAL_107b",-264,-171,36
"184",3,"VCS_120",5,"SAL_107b",-640,75,4
"186",3,"VCS_140",5,"SAL_107b",-650,137,6
"187",3,"VCS_150",5,"SAL_107b",-634,-211,7
"188",3,"VCS_160",5,"SAL_107b",-638,-66,8
"189",3,"VCS_170",5,"SAL_107b",-635,-144,9
"190",3,"VCS_180",5,"SAL_107b",-640,0,10
"191",3,"VCS_190",5,"SAL_107b",-637,-276,11
"193",4,"VCS_200",5,"SAL_107b",350,-165,13
"194",4,"VCS_210",5,"SAL_107b",288,-131,14
"195",4,"VCS_220",5,"SAL_107b",220,-208,15
"196",4,"VCS_230",5,"SAL_107b",234,-157,16
"197",4,"VCS_240",5,"SAL_107b",309,-50,17
"198",4,"VCS_250",5,"SAL_107b",231,-43,18
"199",4,"VCS_260",5,"SAL_107b",223,-175,19
"200",4,"VCS_270",5,"SAL_107b",239,-105,20
"201",4,"VCS_280",5,"SAL_107b",255,-63,21
"202",4,"VCS_290",5,"SAL_107b",269,-34,22
"204",4,"VCS_300",5,"SAL_107b",347,-77,24
"205",4,"VCS_310",5,"SAL_107b",253,-32,25
"206",5,"VCS_320",5,"SAL_107b",-248,85,26
"207",5,"VCS_330",5,"SAL_107b",-299,152,27
"208",5,"VCS_340",5,"SAL_107b",-307,105,28
"209",5,"VCS_350",5,"SAL_107b",-256,140,29
"210",5,"VCS_360",5,"SAL_107b",-368,105,30
"217",1,"VCS_10",6,"SAL_108b",360,-29,1
"242",1,"VCS_320",6,"SAL_108b",291,-100,26
"243",1,"VCS_330",6,"SAL_108b",340,-72,27
"244",1,"VCS_340",6,"SAL_108b",398,-124,28
"245",1,"VCS_350",6,"SAL_108b",344,-119,29
"246",1,"VCS_360",6,"SAL_108b",388,-73,30
"218",2,"VCS_100",6,"SAL_108b",-242,-151,2
"219",2,"VCS_110",6,"SAL_108b",-190,-94,3
"220",2,"VCS_120",6,"SAL_108b",-265,-17,4
"221",2,"VCS_130",6,"SAL_108b",-177,-158,5
"250",2,"VCS_70",6,"SAL_108b",-255,-77,34
"251",2,"VCS_80",6,"SAL_108b",-296,-149,35
"252",2,"VCS_90",6,"SAL_108b",-312,-78,36
"222",3,"VCS_140",6,"SAL_108b",-137,246,6
"223",3,"VCS_150",6,"SAL_108b",-197,258,7
"224",3,"VCS_160",6,"SAL_108b",-268,263,8
"225",3,"VCS_170",6,"SAL_108b",-335,271,9
"226",3,"VCS_180",6,"SAL_108b",-299,194,10
"227",3,"VCS_190",6,"SAL_108b",-236,195,11
"229",3,"VCS_200",6,"SAL_108b",-166,323,13
"228",4,"VCS_20",6,"SAL_108b",81,-56,12
"239",4,"VCS_30",6,"SAL_108b",125,-90,23
"247",4,"VCS_40",6,"SAL_108b",173,-47,31
"248",4,"VCS_50",6,"SAL_108b",121,-41,32
"249",4,"VCS_60",6,"SAL_108b",137,12,33
"230",5,"VCS_210",6,"SAL_108b",349,179,14
"231",5,"VCS_220",6,"SAL_108b",297,221,15
"232",5,"VCS_230",6,"SAL_108b",359,240,16
"233",6,"VCS_240",6,"SAL_108b",-64,55,17
"234",6,"VCS_250",6,"SAL_108b",-6,85,18
"235",6,"VCS_260",6,"SAL_108b",-50,128,19
"236",6,"VCS_270",6,"SAL_108b",-62,-30,20
"237",6,"VCS_280",6,"SAL_108b",-116,109,21
"238",6,"VCS_290",6,"SAL_108b",-130,49,22
"240",6,"VCS_300",6,"SAL_108b",-22,21,24
"241",6,"VCS_310",6,"SAL_108b",-100,0,25
"253",1,"VCS_10",4,"SAL_109b",-482,312,1
"264",1,"VCS_20",4,"SAL_109b",-643,337,12
"275",1,"VCS_30",4,"SAL_109b",-526,368,23
"280",1,"VCS_340",4,"SAL_109b",-627,402,28
"281",1,"VCS_350",4,"SAL_109b",-564,416,29
"282",1,"VCS_360",4,"SAL_109b",-579,341,30
"283",1,"VCS_40",4,"SAL_109b",-487,405,31
"284",1,"VCS_50",4,"SAL_109b",-541,286,32
"285",1,"VCS_60",4,"SAL_109b",-603,282,33
"254",2,"VCS_100",4,"SAL_109b",594,-257,2
"255",2,"VCS_110",4,"SAL_109b",468,-401,3
"256",2,"VCS_120",4,"SAL_109b",542,-393,4
"257",2,"VCS_130",4,"SAL_109b",446,-336,5
"258",2,"VCS_140",4,"SAL_109b",378,-271,6
"259",2,"VCS_150",4,"SAL_109b",445,-238,7
"286",2,"VCS_70",4,"SAL_109b",368,-413,34
"287",2,"VCS_80",4,"SAL_109b",517,-290,35
"288",2,"VCS_90",4,"SAL_109b",347,-346,36
"260",3,"VCS_160",4,"SAL_109b",623,360,8
"261",3,"VCS_170",4,"SAL_109b",544,208,9
"262",3,"VCS_180",4,"SAL_109b",611,196,10
"263",3,"VCS_190",4,"SAL_109b",613,288,11
"265",3,"VCS_200",4,"SAL_109b",460,310,13
"266",3,"VCS_210",4,"SAL_109b",541,345,14
"267",3,"VCS_220",4,"SAL_109b",476,240,15
"268",3,"VCS_230",4,"SAL_109b",477,393,16
"269",4,"VCS_240",4,"SAL_109b",-390,-334,17
"270",4,"VCS_250",4,"SAL_109b",-554,-270,18
"271",4,"VCS_260",4,"SAL_109b",-425,-390,19
"272",4,"VCS_270",4,"SAL_109b",-578,-420,20
"273",4,"VCS_280",4,"SAL_109b",-640,-404,21
"274",4,"VCS_290",4,"SAL_109b",-461,-293,22
"276",4,"VCS_300",4,"SAL_109b",-521,-352,24
"277",4,"VCS_310",4,"SAL_109b",-490,-408,25
"278",4,"VCS_320",4,"SAL_109b",-641,-320,26
"279",4,"VCS_330",4,"SAL_109b",-589,-353,27
"289",1,"VCS_10",10,"SAL_110b",-346,-346,1
"313",1,"VCS_310",10,"SAL_110b",-205,-250,25
"314",1,"VCS_320",10,"SAL_110b",-251,-208,26
"317",1,"VCS_350",10,"SAL_110b",-393,-353,29
"318",1,"VCS_360",10,"SAL_110b",-376,-295,30
"290",2,"VCS_100",10,"SAL_110b",59,30,2
"291",2,"VCS_110",10,"SAL_110b",5,21,3
"324",2,"VCS_90",10,"SAL_110b",111,37,36
"292",3,"VCS_120",10,"SAL_110b",20,279,4
"293",3,"VCS_130",10,"SAL_110b",75,281,5
"294",4,"VCS_140",10,"SAL_110b",300,370,6
"295",4,"VCS_150",10,"SAL_110b",244,383,7
"296",4,"VCS_160",10,"SAL_110b",368,382,8
"322",4,"VCS_70",10,"SAL_110b",277,258,34
"323",4,"VCS_80",10,"SAL_110b",224,257,35
"297",5,"VCS_170",10,"SAL_110b",235,-354,9
"298",5,"VCS_180",10,"SAL_110b",300,-370,10
"299",5,"VCS_190",10,"SAL_110b",283,-298,11
"303",5,"VCS_220",10,"SAL_110b",283,-181,15
"304",5,"VCS_230",10,"SAL_110b",345,-167,16
"300",6,"VCS_20",10,"SAL_110b",-299,344,12
"311",6,"VCS_30",10,"SAL_110b",-271,301,23
"319",6,"VCS_40",10,"SAL_110b",-247,356,31
"301",7,"VCS_200",10,"SAL_110b",-503,360,13
"302",7,"VCS_210",10,"SAL_110b",-560,350,14
"310",7,"VCS_290",10,"SAL_110b",-426,281,22
"312",7,"VCS_300",10,"SAL_110b",-463,236,24
"305",8,"VCS_240",10,"SAL_110b",233,75,17
"306",8,"VCS_250",10,"SAL_110b",289,122,18
"307",8,"VCS_260",10,"SAL_110b",300,36,19
"320",8,"VCS_50",10,"SAL_110b",467,136,32
"321",8,"VCS_60",10,"SAL_110b",528,136,33
"308",9,"VCS_270",10,"SAL_110b",-415,4,20
"309",9,"VCS_280",10,"SAL_110b",-469,24,21
"315",10,"VCS_330",10,"SAL_110b",28,-320,27
