image_pair,distance,word_cosine_sim,lemma_cosine_sim,response_cosine_sim
20_310,70,0.7534157489655456,0.7548750039133315,0.4845718037856915
20_320,60,0.7883611547565329,0.791514599375559,0.5842607518298982
20_330,50,0.8262363198180006,0.8266081476530325,0.5765999761251577
20_340,40,0.8438767818913929,0.8419623986954408,0.6236095644623235
20_350,30,0.8696591590960691,0.8696591590960691,0.6774207316219677
20_360,20,0.8438744658741467,0.8556769059563026,0.6603953494062222
20_40,20,0.4928588745499522,0.49244342257649293,0.4342259648526197
20_50,30,0.502693024986304,0.49397965140102157,0.3896103896103895
20_60,40,0.23555387998396082,0.23925469487113574,0.14789477332930712
20_70,50,0.13412029141688578,0.14689365250420824,0.15508070173307847
20_80,60,0.127387740497353,0.127387740497353,0.1276613804646258
20_90,70,0.0331861655799986,0.0331861655799986,0.036866054986515726
20_dog,NA,0.0,0.0,0.0
20_square,NA,0.0,0.0,0.0
20_triangle,NA,0.0,0.0,0.0
200_210,10,0.8466391207234676,0.8466391207234676,0.813613123136683
200_220,20,0.8170195680646948,0.8170195680646948,0.836297618376802
200_230,30,0.6980750580403424,0.6980750580403424,0.7594432789849901
200_240,40,0.3957924908761896,0.3957924908761896,0.4661813137879052
200_250,50,0.14837962253722112,0.15378338108029865,0.12006004503753284
200_260,60,0.12509067153920322,0.12473377873902305,0.12158031116642803
200_270,70,0.11897056556443468,0.12215256429482826,0.11080797552386636
200_280,80,0.13998964065022654,0.14263783309147954,0.10397504898200727
200_290,90,0.10896715305663912,0.11237237658965908,0.09652465652365368
30_200,170,0.10007038674472547,0.10007038674472547,0.0628901795742547
200_300,100,0.11868660875795252,0.12947630046322092,0.10997402450983054
200_310,110,0.08974592464346672,0.09302715525942083,0.08071830037509471
200_320,120,0.0918859306117027,0.0918859306117027,0.09268965869924987
200_330,130,0.0835940956852669,0.08878863061732166,0.08254128096330382
200_340,140,0.08633817471700504,0.08876438381277306,0.10118058231454412
200_350,150,0.08388933985641472,0.08678207571353247,0.09067693650458263
200_360,160,0.10030496079406735,0.10030496079406735,0.07960988055460912
40_200,160,0.07109433911645183,0.08206099398622181,0.025832808609737617
50_200,150,0.09016045767911855,0.10107945227196834,0.010816659234722938
60_200,140,0.09947294626039876,0.09888608009866892,0.0076986879474298334
70_200,130,0.054278245606577465,0.06978631577988531,0.012916404304868808
80_200,120,0.0651203294055074,0.0651203294055074,0.0
90_200,110,0.033575956834390845,0.033575956834390845,0.0
200_dog,NA,0.0,0.0,0.0
200_square,NA,0.08052809153882255,0.08052809153882255,0.0
200_triangle,NA,0.0,0.0,0.0
210_220,10,0.9545808042104723,0.9545808042104723,0.9147969680125405
210_230,20,0.8270487834083773,0.8270487834083773,0.8052621964111715
210_240,30,0.49065596273793993,0.49065596273793993,0.45686879625332977
210_250,40,0.19403893778894585,0.19645462424607202,0.05560384374855327
210_260,50,0.15050163959783416,0.15007224745430459,0.07146775744753708
210_270,60,0.1560530260895652,0.1578531051400875,0.05921411453740407
210_280,70,0.18392220444038054,0.18501839034283427,0.05417363388859614
210_290,80,0.14799376683696167,0.15007818608818646,0.05486377169695912
30_210,180,0.1071971098298646,0.1071971098298646,0.0436898351646309
210_300,90,0.1320925976644849,0.1386972275477091,0.05457071626117703
210_310,100,0.14579073607850002,0.14763300710999203,0.06230559828490335
210_320,110,0.14764467065659442,0.14764467065659442,0.0643915463026266
210_330,120,0.1485579401677205,0.15152025581384018,0.05734146386569555
210_340,130,0.1497407428989077,0.150735293015752,0.06560418166347888
210_350,140,0.14342777039923138,0.1451984836140367,0.06299330731662753
210_360,150,0.14253357799245805,0.14253357799245805,0.05530501872395148
40_210,170,0.07615747202005914,0.0789352280102988,0.026919095102908273
50_210,160,0.05518938532617395,0.05774828697661309,0.007514337885441285
60_210,150,0.038056114773128584,0.03783159296245665,0.0053482818730069765
70_210,140,0.018985725727039132,0.018985725727039132,0.008973031700969424
80_210,130,0.009965430091645081,0.009965430091645081,0.0
90_210,120,0.01233159059167475,0.01233159059167475,0.014220565008492751
210_dog,NA,0.0,0.0,0.0
210_square,NA,0.049745413295456425,0.049745413295456425,0.0
210_triangle,NA,0.0,0.0,0.0
220_230,10,0.8151145472777467,0.8151145472777467,0.8234036695710426
220_240,20,0.4462619397106713,0.4462619397106713,0.43548406697003417
220_250,30,0.13556527117627587,0.13962966526578469,0.005131242265058993
220_260,40,0.09683481299451731,0.09655853621752596,0.014389523635830043
220_270,50,0.09582997572345382,0.09565991352072162,0.008743049306486908
220_280,60,0.13012808499563544,0.13475198486005915,0.004443786154513492
220_290,70,0.09600094816219501,0.09600094816219501,0.013501191532731462
30_220,170,0.06530579605681201,0.06530579605681201,0.0
220_300,80,0.07510760417785899,0.07510760417785899,0.0
220_310,90,0.07929215138186115,0.08094585723433095,0.0
220_320,100,0.07995284173096656,0.07995284173096656,0.0
220_330,110,0.08306193770224601,0.08287653136010018,0.0
220_340,120,0.08263812108979256,0.08221969753491878,0.0
220_350,130,0.08155276221170618,0.08155276221170618,0.0
220_360,140,0.07855065450857751,0.07855065450857751,0.0
40_220,180,0.043302996267798315,0.045902478203988,0.0
50_220,170,0.04345003572748547,0.04221715892800254,0.01109502812822031
60_220,160,0.02596636288904609,0.025813167670691074,0.00789681522488238
70_220,150,0.016192872251908675,0.020241090314885843,0.0
80_220,140,0.008499487390124709,0.008499487390124709,0.0
90_220,130,0.00350585968259726,0.00350585968259726,0.0
220_dog,NA,0.0004151563635027872,0.0004151563635027872,0.0
220_square,NA,0.08408403395172567,0.08408403395172567,0.0
220_triangle,NA,0.0,0.0,0.0
230_240,10,0.7958492801692932,0.7958492801692932,0.7263773812818605
230_250,20,0.5710828307088652,0.5661468450331079,0.33292257121385643
230_260,30,0.5360129517600294,0.5344836677540153,0.33886713332446294
230_270,40,0.5461679046950999,0.5451986618644211,0.3592658969968549
230_280,50,0.5841355673979455,0.58101460703845,0.36520457860828254
230_290,60,0.5432060594797056,0.5432060594797056,0.3698570537958092
30_230,160,0.39763827255777795,0.39763827255777795,0.27902785185751466
230_300,70,0.517603287244542,0.517603287244542,0.3601365854967248
230_310,80,0.5366653628063325,0.535683357660051,0.35812672362717146
230_320,90,0.5332915677112361,0.5332915677112361,0.3769705671123299
230_330,100,0.5439377930182626,0.5427236446447933,0.3662148283352421
230_340,110,0.5389351579920344,0.5362063548479206,0.38905767632037097
230_350,120,0.548393780130835,0.548393780130835,0.4023106783471732
230_360,130,0.501059897084077,0.501059897084077,0.3532089446740803
40_230,170,0.24654498307673428,0.24392208949841804,0.11461365101225056
50_230,180,0.2004253531018064,0.19473836657279228,0.04799078665335894
60_230,170,0.09342610526465847,0.09287491399242542,0.034157135098594485
70_230,160,0.06274305995300523,0.06274305995300523,0.05730682550612528
80_230,150,0.023523747212099436,0.023523747212099436,0.0
90_230,140,0.003881220273605186,0.003881220273605186,0.0
230_dog,NA,0.0,0.0,0.0
230_square,NA,0.0,0.0,0.0
230_triangle,NA,0.0,0.0,0.0
240_250,10,0.9068223149888135,0.9041215183831215,0.6748852387406954
240_260,20,0.8395601810174599,0.8437740508704218,0.6135755710011199
240_270,30,0.8827154965402693,0.8863629076346732,0.7167354305595302
240_280,40,0.8954128296849436,0.8958472832638081,0.7045638767423834
240_290,50,0.8773137194728428,0.8773137194728428,0.6811059575747278
30_240,150,0.6054645350607021,0.6054645350607021,0.4649033065356358
240_300,60,0.8123958201825643,0.8123958201825643,0.6677897109104727
240_310,70,0.8415688478978727,0.8400289219088649,0.6215564476235587
240_320,80,0.8432328980442472,0.8432328980442472,0.6566405182819729
240_330,90,0.8508165557398324,0.8489174092739467,0.6240377207533828
240_340,100,0.8358069477056586,0.8315749866005989,0.6482299130725303
240_350,110,0.8401041839885335,0.8401041839885335,0.6703114523266479
240_360,120,0.770646093669083,0.770646093669083,0.588500413789499
40_240,160,0.4066304372983036,0.4023044585279073,0.19096396641051544
50_240,170,0.30905325196426536,0.30028399371690173,0.07996002997502186
60_240,180,0.1337443975804472,0.13295533820087038,0.05691103932244723
70_240,170,0.0953191834564783,0.0953191834564783,0.09548198320525772
80_240,160,0.016677383011936543,0.029185420270888954,0.0
90_240,150,0.0,0.0,0.0
240_dog,NA,0.0,0.0,0.0
240_square,NA,0.12487518897618205,0.12487518897618205,0.0
240_triangle,NA,0.0,0.0,0.0
250_260,10,0.9094844246698096,0.9101232258082482,0.7062672132297233
250_270,20,0.9514863302593397,0.9520700075883984,0.7667484762335376
250_280,30,0.9663864914393783,0.9651544426821015,0.8371578903249574
250_290,40,0.9408048869858895,0.9431921899875463,0.7211365936524462
30_250,140,0.6463696829307559,0.6407829775972584,0.5005417119681976
250_300,50,0.8909400178727763,0.8887944061653403,0.7415172236694694
250_310,60,0.8945080233657735,0.8887016704781857,0.6474154967227965
250_320,70,0.8927429387318659,0.8869978853842311,0.6862466835399716
250_330,80,0.9046669704282542,0.8990014849327949,0.6499999999999999
250_340,90,0.8937686115734819,0.8845056132894473,0.689182081629092
250_350,100,0.8938570111608017,0.887620518417244,0.7049123409692188
250_360,110,0.8260182782785135,0.8281004418867396,0.6188782884520289
40_250,150,0.4461327279446584,0.4436069753671345,0.2008213586922364
50_250,160,0.33496390444289126,0.3295850625340756,0.08408749651825216
60_250,170,0.1452913699661476,0.14636771899124895,0.05984873720496733
70_250,180,0.10872610553366835,0.11177845111190417,0.1004106793461182
80_250,170,0.025364140978807806,0.037717370283140844,0.0
90_250,160,0.0,0.0034572492235209265,0.0
250_dog,NA,0.0,0.0004094000174862858,0.0
250_square,NA,0.16843321380656184,0.2084364949493125,0.0
250_triangle,NA,0.00039399335591124035,0.0003905879907758404,0.0
260_270,10,0.9348016490771702,0.9349754775836048,0.7609725591822445
260_280,20,0.9389879738667508,0.9425540574872051,0.7915410392572699
260_290,30,0.9432554604624251,0.9473309334313419,0.8289528883153651
30_260,130,0.6439689692969195,0.6421316789070484,0.5222947961947674
260_300,40,0.891136556398767,0.8885940788739229,0.7583818109236133
260_310,50,0.9057036772124295,0.9037492804523581,0.6889760035195692
260_320,60,0.8825003741781051,0.8799825363103809,0.7296831311400714
260_330,70,0.8866796802834728,0.8839585416436675,0.6854946481347314
260_340,80,0.8794012667257394,0.8724522814430631,0.7282527475627174
260_350,90,0.8858442107584176,0.8833168326812931,0.7530602137223757
260_360,100,0.8138383184571694,0.8115163784372291,0.661149747398413
40_260,140,0.4132289325553622,0.40766632539185715,0.21453812978910122
50_260,150,0.33631269592242224,0.3258376637119473,0.08983095403372944
60_260,160,0.1404143722485735,0.13918771272357117,0.06393660631422403
70_260,170,0.10816697976269728,0.107858371488239,0.10726906489455061
80_260,180,0.03785055820522322,0.04313436320550841,0.0
90_260,170,0.004460731063101577,0.008896008544727064,0.0
260_dog,NA,0.0,0.0,0.0
260_square,NA,0.16047829752907328,0.16002044125355278,0.0
260_triangle,NA,0.0,0.0,0.0
270_280,10,0.9580077762819449,0.9600713628582418,0.8115844717826418
270_290,20,0.9447430338995244,0.9484045820568688,0.8053190282418606
30_270,120,0.648250691120944,0.6471002896977731,0.535520365036663
270_300,30,0.918755190507053,0.9171247452284259,0.802668990140455
270_310,40,0.9124833931277929,0.9145985260104665,0.7382431037160672
270_320,50,0.9018669934138157,0.9022671106029603,0.7673437900983633
270_330,60,0.9118819741402222,0.9110437484510999,0.7312508615930959
270_340,70,0.8993901812283212,0.8947445077106494,0.7530755880496923
270_350,80,0.9009858020466245,0.8993868907563967,0.772129233309092
270_360,90,0.8251050786658433,0.8311284710337382,0.6778914066351612
40_270,130,0.42488025119342593,0.41961413866408925,0.21997067253202993
50_270,140,0.33400485936408025,0.32395169499383936,0.09210565689380391
60_270,150,0.1431956673670191,0.14532773371842922,0.06555561150915731
70_270,160,0.10147521336322564,0.101295132984649,0.10998533626601496
80_270,170,0.03408857064410821,0.03828158576841945,0.0
90_270,180,0.0,0.0,0.0
270_dog,NA,0.0,0.0,0.0
270_square,NA,0.12684897291694466,0.12662386364830802,0.0
270_triangle,NA,0.0003971355768812893,0.0003964308104397048,0.0
280_290,10,0.9525549127265186,0.9563702869999577,0.7933125042155388
30_280,110,0.6544424092924681,0.6509458086213724,0.5443725410182204
280_300,20,0.8963938856235074,0.891604569684423,0.8008271979105367
280_310,30,0.9147547803669427,0.908202464048772,0.7245688373094719
280_320,40,0.8958402065463135,0.8910538488425229,0.7503126647756502
280_330,50,0.9088761402123002,0.9020022286110811,0.7216878364870322
280_340,60,0.900391397039951,0.891046107841153,0.7590364705574849
280_350,70,0.9034996460604923,0.8986723649676224,0.7848925646406448
280_360,80,0.8306837857054911,0.8281191229598934,0.6890969824072594
40_280,120,0.4236677892551956,0.4199866324246694,0.22360679774997896
50_280,130,0.33550063424207344,0.3277636085581462,0.09362816758985389
60_280,140,0.1438369409170293,0.14222436989752818,0.0666392487478979
70_280,150,0.1060068360932001,0.10949585748508622,0.11180339887498948
80_280,160,0.029961075885598987,0.04257285393443927,0.0
90_280,170,0.003530946655058631,0.0070241625326848255,0.0
280_dog,NA,0.0,0.00041589311006902515,0.0
280_square,NA,0.12702857443187715,0.16846650304131938,0.0
280_triangle,NA,0.0,0.0,0.0
30_290,100,0.6494072499193773,0.6494072499193773,0.5513075026485199
290_300,10,0.8939896062315743,0.8939896062315743,0.7574706955280661
290_310,20,0.9104911324269156,0.9106318998576709,0.7163279717599774
290_320,30,0.903476034824085,0.9074914838677476,0.7749181271652908
290_330,40,0.9106806826276082,0.9100588546725913,0.7308816827558576
290_340,50,0.8979763956490489,0.8949312129442553,0.7687061147858073
290_350,60,0.9025932713033384,0.9025932713033384,0.7948915991428426
290_360,70,0.8265771673985414,0.8340915052839826,0.6978756418223924
40_290,110,0.428745138540828,0.4241838902989076,0.2264554068289191
50_290,120,0.34551165954032126,0.33570790905160425,0.09482093118615209
60_290,130,0.14345114601325779,0.145845837799237,0.06748819059987714
70_290,140,0.10978875820670998,0.10978875820670998,0.11322770341445955
80_290,150,0.03414938883812553,0.046955409652422606,0.0
90_290,160,0.003521476061368819,0.003521476061368819,0.0
290_dog,NA,0.0,0.0,0.0
290_square,NA,0.2111464373304325,0.2111464373304325,0.0
290_triangle,NA,0.0,0.0,0.0
30_300,90,0.6235432790909822,0.6235432790909822,0.5483626876013336
30_310,80,0.6682573778630659,0.6670345820025869,0.5634791130125354
30_320,70,0.6711436428466009,0.6711436428466009,0.611101729548536
30_330,60,0.7038652384972853,0.7022941087735699,0.6285872661926203
30_340,50,0.7345710332577793,0.7336095931563239,0.682778333554616
30_350,40,0.727202900931432,0.727202900931432,0.6798872337641885
30_360,30,0.7970446985210708,0.7970446985210708,0.7325682683036906
30_40,10,0.6219945648351499,0.6323144061740513,0.39072350835588726
30_50,20,0.5811634916407467,0.5906352048730987,0.37754521112421147
30_60,30,0.4251573229792069,0.4286018010904115,0.29558692510875767
30_70,40,0.3510200600427729,0.38089410770598764,0.25547306315577245
30_80,50,0.266570345689248,0.266570345689248,0.1700985732725702
30_90,60,0.11642257885594993,0.1228904999035027,0.08335696394016966
30_dog,NA,0.0,0.0,0.0
30_square,NA,0.0,0.0,0.0
30_triangle,NA,0.0,0.0,0.0
300_310,10,0.8947377134455051,0.898825500783264,0.7272730747419557
300_320,20,0.8842647917046668,0.8906264089111752,0.7745205386390054
300_330,30,0.8886676639050619,0.8911547040257961,0.7524218887234321
300_340,40,0.8703275932210309,0.8706786497434974,0.764600062677301
300_350,50,0.8699957085876572,0.8699957085876572,0.7906456769836258
300_360,60,0.7976253277625649,0.8214350390390593,0.694147931458883
40_300,100,0.403615084222467,0.3993211845887875,0.22524579279982862
50_300,110,0.31883012508952296,0.3097834521094485,0.09431444414651675
60_300,120,0.13773791097276913,0.14719468764932334,0.06712770169263184
70_300,130,0.08589467867167887,0.08589467867167887,0.11262289639991431
80_300,140,0.0,0.0,0.0
90_300,150,0.00743869737795753,0.00743869737795753,0.0
300_dog,NA,0.0,0.0,0.0
300_square,NA,0.0,0.0,0.0
300_triangle,NA,0.0012605972299070895,0.0012605972299070895,0.0
310_320,10,0.9239654643229362,0.9243062089402913,0.7920265493481137
310_330,20,0.9288616345945078,0.9293752525445846,0.747017880833996
310_340,30,0.9178991504531129,0.9146190384649233,0.7856773899247458
310_350,40,0.9149299702535564,0.9147906897584364,0.8124409899636023
310_360,50,0.8512047012186474,0.8591510263127571,0.7132831419089908
40_310,90,0.4283066259490821,0.42608476104615095,0.24431363743997886
50_310,100,0.3318007581655986,0.3253716505560079,0.0969143607571383
60_310,110,0.1487166595343872,0.15084805255868722,0.06897817569205866
70_310,120,0.0948020453089871,0.09462857390050154,0.11572751247156893
80_310,130,0.017308072366153792,0.0215955019698893,0.0
90_310,140,0.024987254651223628,0.02850460832060085,0.030567717972720836
310_dog,NA,0.0,0.0004219318014991478,0.0
310_square,NA,0.0003927199990749842,0.0003920013891424881,0.0
310_triangle,NA,0.0,0.0,0.0
320_330,10,0.9316869736597709,0.9327800338466278,0.7913282069570298
320_340,20,0.9247761224619323,0.9217819269154802,0.8385846981310402
320_350,30,0.9278252257462498,0.9295307868229892,0.8724664173898022
320_360,40,0.8702020348595962,0.8702020348595962,0.76322469557202
40_320,80,0.4471180909709467,0.44581732851129274,0.32115348885612943
50_320,90,0.35575458437522345,0.34963330082036254,0.15765766319219476
60_320,100,0.15762022808040294,0.1566903071145317,0.07260765615491875
70_320,110,0.09143579700806714,0.09143579700806714,0.12181684060060083
80_320,120,0.02399689788154985,0.02399689788154985,0.022790635428582073
90_320,130,0.011877858453639497,0.011877858453639497,0.017550613262049226
320_dog,NA,0.0,0.0,0.0
320_square,NA,0.00043559150964834884,0.00043559150964834884,0.0
320_triangle,NA,0.0,0.0,0.0
330_340,10,0.965667466034796,0.9633790925307456,0.8596048246406337
330_350,20,0.9730349254233748,0.9720615660153513,0.8853363330030068
330_360,30,0.901512258072815,0.9113745382333395,0.7776165507497895
40_330,70,0.44039404450972724,0.4371649969879742,0.23668231560156433
50_330,80,0.36289244887609307,0.354600611912922,0.12613124477737825
60_330,90,0.15748872415175977,0.1613317583680141,0.07053601170585434
70_330,100,0.09660145050098944,0.09638582199437337,0.11834115780078217
80_330,110,0.0067606932040043,0.010118403528211835,0.0
90_330,120,0.0,0.0,0.0
330_dog,NA,0.0,0.0,0.0
330_square,NA,0.0,0.0,0.0
330_triangle,NA,0.0,0.0,0.0
340_350,10,0.9743717866955018,0.9732649568040926,0.9278725684063648
340_360,20,0.9160992411490047,0.9209386620854135,0.850751716130748
40_340,60,0.4595091388086298,0.4549033917503635,0.2998004074792574
50_340,70,0.38422453831422787,0.3773749873113541,0.15387768473745644
60_340,80,0.15981418388930946,0.1607921936245666,0.07493573358549142
70_340,90,0.10309826235529031,0.10257624248277727,0.12572275152355955
80_340,100,0.01803843829557519,0.017947103843914503,0.009951357233775535
90_340,110,0.002976190476190476,0.002961121060494589,0.0
340_dog,NA,0.0,0.0,0.0
340_square,NA,0.0,0.0,0.0
340_triangle,NA,0.0003362396469287669,0.0003345371567643963,0.0
350_360,10,0.9192134373389785,0.9255968639871659,0.8538941835947477
40_350,50,0.4618716692338931,0.45695800106623563,0.31779101934612225
50_350,60,0.4047375987773687,0.39325333674958396,0.18145198168445562
60_350,70,0.16340543978581462,0.16519463133513962,0.07748837163772364
70_350,80,0.11399116743983075,0.11399116743983075,0.13722794017218914
80_350,90,0.014504945216194559,0.014504945216194559,0.014863830051506079
90_350,100,0.0,0.0,0.0
350_dog,NA,0.0,0.0,0.0
350_square,NA,0.0,0.0,0.0
350_triangle,NA,0.0,0.0,0.0
40_360,40,0.5066062875280705,0.5173849864549254,0.32166261662175666
50_360,50,0.41322026589010913,0.4163655084193974,0.18247766233592982
60_360,60,0.19549918731716345,0.19434578971514832,0.06803097069935286
70_360,70,0.15399810070180361,0.15827582572129817,0.11413834783352655
80_360,80,0.06286946134619315,0.06286946134619315,0.010677035543974553
90_360,90,0.014818474149146235,0.014818474149146235,0.0
360_dog,NA,0.0004386929596011392,0.0004386929596011392,0.0
360_square,NA,0.0,0.0,0.0
360_triangle,NA,0.0,0.0,0.0
40_50,10,0.6517551570833827,0.6630214473133125,0.5272743858924668
40_60,20,0.3970612769556579,0.41283485498615663,0.33113308926626095
40_70,30,0.6296399339673798,0.6509388146270024,0.3333333333333333
40_80,40,0.3416323037980239,0.3453455927723009,0.266775576888347
40_90,50,0.09802861627917436,0.10910894511799618,0.11739345417674985
40_dog,NA,0.0,0.0007178025899144993,0.0
40_square,NA,0.07414606202871074,0.07335725169671539,0.0
40_triangle,NA,0.0,0.0,0.0
50_60,10,0.5312127152597306,0.5387494088581843,0.425197473321758
50_70,20,0.4637770619999564,0.5069447770645309,0.35668561398608045
50_80,30,0.4086184159165525,0.40547135724965666,0.36702646883579915
50_90,40,0.13627163625544617,0.13240498491778938,0.11059816495954718
50_dog,NA,0.0,0.0,0.0
50_square,NA,0.08600840282550724,0.08356794995524475,0.0
50_triangle,NA,0.0,0.0,0.0
60_70,10,0.4751310967331989,0.5092285591855548,0.5739640213948523
60_80,20,0.5299577334302672,0.5268311118453078,0.5338152492484992
60_90,30,0.3407532311662863,0.3451342449813167,0.3323629285571268
60_dog,NA,0.07689580645059406,0.076442139916312,0.0
60_square,NA,0.0,0.0,0.0
60_triangle,NA,0.0,0.0,0.0
70_80,10,0.44712908003185,0.46656947481584343,0.3811079669833529
70_90,20,0.3127313958110473,0.32876890328853686,0.3375061807581558
70_dog,NA,0.0,0.0009495635716759226,0.0
70_square,NA,0.09616031767700958,0.09616031767700958,0.13598849939978486
70_triangle,NA,0.0,0.0,0.0
80_90,10,0.5219121480186423,0.5219121480186423,0.37749021180571013
80_dog,NA,0.1006802439098631,0.1006802439098631,0.0
80_square,NA,0.10279954919213383,0.10279954919213383,0.1399310114562961
80_triangle,NA,0.0028530880133652192,0.0028530880133652192,0.0
90_dog,NA,0.0008223461755796347,0.0008223461755796347,0.0
90_square,NA,0.0,0.0,0.0
90_triangle,NA,0.0,0.0,0.0
dog_square,NA,0.0,0.0,0.0
dog_triangle,NA,0.0,0.0,0.0
square_triangle,NA,0.00025894616067372673,0.00025894616067372673,0.0
